Binomial.name;NCBI_ID;Motility;Gram.staining;Aerophilicity;Extreme.environment.tolerance;Biofilm.formation;Animal.pathogenicity;Biosafety.level;Health.association;Host.association;Plant.pathogenicity;Spore.formation;Hemolysis;Cell.shape;Member.of.WA.subset;Superkingdom;Phylum;Class;Order;Family;Genus;Species;FTP.path;Fasta.file;Gff.file;Gene_file;Gene_location
Salipiger bermudensis;344736;FALSE;gram stain negative;facultatively anaerobic;TRUE;NA;NA;biosafety level 1;NA;FALSE;NA;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Salipiger;Salipiger bermudensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/309/175/GCA_017309175.1_ASM1730917v1;GCA_017309175.1_ASM1730917v1_genomic.fasta;GCA_017309175.1_ASM1730917v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_017309175.1_ASM1730917v1_genomic.txt
Pseudoxanthomonas dokdonensis;344882;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;TRUE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas dokdonensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/431/405/GCF_001431405.1_ASM143140v1;GCF_001431405.1_ASM143140v1_genomic.fasta;GCF_001431405.1_ASM143140v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001431405.1_ASM143140v1_genomic.txt
Rhizobium favelukesii;348824;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium favelukesii;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/577/275/GCA_000577275.2_LPU83;GCA_000577275.2_LPU83_genomic.fasta;GCA_000577275.2_LPU83_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_000577275.2_LPU83_genomic.txt
Polynucleobacter cosmopolitanus;351345;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;Polynucleobacter cosmopolitanus;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/225/GCF_002224225.1_ASM222422v1;GCF_002224225.1_ASM222422v1_genomic.fasta;GCF_002224225.1_ASM222422v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002224225.1_ASM222422v1_genomic.txt
Pseudochrobactrum asaccharolyticum;354351;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Pseudochrobactrum;Pseudochrobactrum asaccharolyticum;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/314/995/GCF_003314995.1_ASM331499v1;GCF_003314995.1_ASM331499v1_genomic.fasta;GCF_003314995.1_ASM331499v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_003314995.1_ASM331499v1_genomic.txt
Pseudochrobactrum saccharolyticum;354352;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Pseudochrobactrum;Pseudochrobactrum saccharolyticum;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/203/195/GCA_014203195.1_ASM1420319v1;GCA_014203195.1_ASM1420319v1_genomic.fasta;GCA_014203195.1_ASM1420319v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_014203195.1_ASM1420319v1_genomic.txt
Erythrobacter ramosus;35811;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;Erythrobacter ramosus;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/828/055/GCF_009828055.1_ASM982805v1;GCF_009828055.1_ASM982805v1_genomic.fasta;GCF_009828055.1_ASM982805v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_009828055.1_ASM982805v1_genomic.txt
Helicobacter heilmannii;35817;TRUE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;spirillum;TRUE;Bacteria;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter heilmannii;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/283/065/GCF_001283065.1_Hheil;GCF_001283065.1_Hheil_genomic.fasta;GCF_001283065.1_Hheil_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001283065.1_Hheil_genomic.txt
Leeuwenhoekiella blandensis;360293;TRUE;gram stain negative;aerobic;FALSE;NA;FALSE;NA;NA;FALSE;FALSE;FALSE;NA;NA;TRUE;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Leeuwenhoekiella;Leeuwenhoekiella blandensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/433/745/GCF_002433745.1_ASM243374v1;GCF_002433745.1_ASM243374v1_genomic.fasta;GCF_002433745.1_ASM243374v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002433745.1_ASM243374v1_genomic.txt
Helicobacter equorum;361872;TRUE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;spirillum;TRUE;Bacteria;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter equorum;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/198/655/GCA_900198655.1_361872_4;GCA_900198655.1_361872_4_genomic.fasta;GCA_900198655.1_361872_4_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900198655.1_361872_4_genomic.txt
Flavobacterium aquidurense;362413;FALSE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium aquidurense;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/217/195/GCF_002217195.1_ASM221719v1;GCF_002217195.1_ASM221719v1_genomic.fasta;GCF_002217195.1_ASM221719v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002217195.1_ASM221719v1_genomic.txt
Neobacillus pocheonensis;363869;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Neobacillus;Neobacillus pocheonensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/702/235/GCA_023702235.1_ASM2370223v1;GCA_023702235.1_ASM2370223v1_genomic.fasta;GCA_023702235.1_ASM2370223v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_023702235.1_ASM2370223v1_genomic.txt
Heyndrickxia ginsengihumi;363870;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Heyndrickxia;Heyndrickxia ginsengihumi;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/008/565/GCA_011008565.1_ASM1100856v1;GCA_011008565.1_ASM1100856v1_genomic.fasta;GCA_011008565.1_ASM1100856v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_011008565.1_ASM1100856v1_genomic.txt
Shewanella hafniensis;365590;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella hafniensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/655/335/GCA_019655335.1_ASM1965533v1;GCA_019655335.1_ASM1965533v1_genomic.fasta;GCA_019655335.1_ASM1965533v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_019655335.1_ASM1965533v1_genomic.txt
Shewanella morhuae;365591;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella morhuae;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/405/GCA_900156405.1_IMG-taxon_2681812898_annotated_assembly;GCA_900156405.1_IMG-taxon_2681812898_annotated_assembly_genomic.fasta;GCA_900156405.1_IMG-taxon_2681812898_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900156405.1_IMG-taxon_2681812898_annotated_assembly_genomic.txt
Brucella pseudintermedia;370111;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella;Brucella pseudintermedia;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/118/245/GCF_025118245.1_ASM2511824v1;GCF_025118245.1_ASM2511824v1_genomic.fasta;GCF_025118245.1_ASM2511824v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_025118245.1_ASM2511824v1_genomic.txt
Borreliella lanei;373540;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;NA;NA;spirillum;TRUE;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borreliella;Borreliella lanei;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/437/705/GCF_030437705.1_ASM3043770v1;GCF_030437705.1_ASM3043770v1_genomic.fasta;GCF_030437705.1_ASM3043770v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_030437705.1_ASM3043770v1_genomic.txt
Borreliella californiensis;373543;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;NA;NA;spirillum;TRUE;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borreliella;Borreliella californiensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/438/475/GCF_030438475.1_ASM3043847v1;GCF_030438475.1_ASM3043847v1_genomic.fasta;GCF_030438475.1_ASM3043847v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_030438475.1_ASM3043847v1_genomic.txt
Chryseobacterium ureilyticum;373668;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium ureilyticum;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/735/GCA_900156735.1_IMG-taxon_2681813509_annotated_assembly;GCA_900156735.1_IMG-taxon_2681813509_annotated_assembly_genomic.fasta;GCA_900156735.1_IMG-taxon_2681813509_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900156735.1_IMG-taxon_2681813509_annotated_assembly_genomic.txt
Epilithonimonas pallida;373671;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Epilithonimonas;Epilithonimonas pallida;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/182/975/GCA_900182975.1_IMG-taxon_2681813503_annotated_assembly;GCA_900182975.1_IMG-taxon_2681813503_annotated_assembly_genomic.fasta;GCA_900182975.1_IMG-taxon_2681813503_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900182975.1_IMG-taxon_2681813503_annotated_assembly_genomic.txt
Marinobacter gudaonensis;375760;TRUE;gram stain negative;aerobic;TRUE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter;Marinobacter gudaonensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/175/GCA_900115175.1_IMG-taxon_2617270919_annotated_assembly;GCA_900115175.1_IMG-taxon_2617270919_annotated_assembly_genomic.fasta;GCA_900115175.1_IMG-taxon_2617270919_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900115175.1_IMG-taxon_2617270919_annotated_assembly_genomic.txt
Aminobacter carboxidus;376165;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aminobacter;Aminobacter carboxidus;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/863/355/GCA_014863355.1_ASM1486335v1;GCA_014863355.1_ASM1486335v1_genomic.fasta;GCA_014863355.1_ASM1486335v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_014863355.1_ASM1486335v1_genomic.txt
Pseudoxanthomonas yeongjuensis;377616;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;TRUE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas yeongjuensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/093/345/GCA_010093345.1_ASM1009334v1;GCA_010093345.1_ASM1009334v1_genomic.fasta;GCA_010093345.1_ASM1009334v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_010093345.1_ASM1009334v1_genomic.txt
Comamonas odontotermitis;379895;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas odontotermitis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/080/045/GCA_020080045.1_ASM2008004v1;GCA_020080045.1_ASM2008004v1_genomic.fasta;GCA_020080045.1_ASM2008004v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_020080045.1_ASM2008004v1_genomic.txt
Trinickia soli;380675;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Trinickia;Trinickia soli;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/859/815/GCA_902859815.1_LMG_24076;GCA_902859815.1_LMG_24076_genomic.fasta;GCA_902859815.1_LMG_24076_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_902859815.1_LMG_24076_genomic.txt
Corynebacterium macginleyi;38290;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium macginleyi;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/628/735/GCA_016628735.2_ASM1662873v2;GCA_016628735.2_ASM1662873v2_genomic.fasta;GCA_016628735.2_ASM1662873v2_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_016628735.2_ASM1662873v2_genomic.txt
Corynebacterium tuberculostearicum;38304;FALSE;gram stain positive;aerobic;TRUE;NA;FALSE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium tuberculostearicum;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/728/365/GCA_016728365.1_ASM1672836v1;GCA_016728365.1_ASM1672836v1_genomic.fasta;GCA_016728365.1_ASM1672836v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_016728365.1_ASM1672836v1_genomic.txt
Cryobacterium psychrotolerans;386301;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;Cryobacterium psychrotolerans;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/115/GCA_900101115.1_IMG-taxon_2667527402_annotated_assembly;GCA_900101115.1_IMG-taxon_2667527402_annotated_assembly_genomic.fasta;GCA_900101115.1_IMG-taxon_2667527402_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900101115.1_IMG-taxon_2667527402_annotated_assembly_genomic.txt
Salinibacterium xinjiangense;386302;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Salinibacterium;Salinibacterium xinjiangense;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/230/175/GCA_900230175.1_IMG-taxon_2721755902_annotated_assembly;GCA_900230175.1_IMG-taxon_2721755902_annotated_assembly_genomic.fasta;GCA_900230175.1_IMG-taxon_2721755902_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900230175.1_IMG-taxon_2721755902_annotated_assembly_genomic.txt
Pseudochrobactrum kiredjianiae;386305;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Pseudochrobactrum;Pseudochrobactrum kiredjianiae;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/362/795/GCF_030362795.1_ASM3036279v1;GCF_030362795.1_ASM3036279v1_genomic.fasta;GCF_030362795.1_ASM3036279v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_030362795.1_ASM3036279v1_genomic.txt
Photobacterium lutimaris;388278;TRUE;gram stain negative;anaerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium;Photobacterium lutimaris;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/363/665/GCF_004363665.1_ASM436366v1;GCF_004363665.1_ASM436366v1_genomic.fasta;GCF_004363665.1_ASM436366v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_004363665.1_ASM436366v1_genomic.txt
Kocuria turfanensis;388357;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;Kocuria turfanensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/580/365/GCF_001580365.1_ASM158036v1;GCF_001580365.1_ASM158036v1_genomic.fasta;GCF_001580365.1_ASM158036v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001580365.1_ASM158036v1_genomic.txt
Algoriphagus machipongonensis;388413;FALSE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;NA;TRUE;Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus;Algoriphagus machipongonensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/275/GCA_000166275.1_ASM16627v1;GCA_000166275.1_ASM16627v1_genomic.fasta;GCA_000166275.1_ASM16627v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_000166275.1_ASM16627v1_genomic.txt
Heyndrickxia oleronia;38875;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Heyndrickxia;Heyndrickxia oleronia;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/263/665/GCF_025263665.1_ASM2526366v1;GCF_025263665.1_ASM2526366v1_genomic.fasta;GCF_025263665.1_ASM2526366v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_025263665.1_ASM2526366v1_genomic.txt
Halochromatium roseum;391920;FALSE;gram stain negative;anaerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Halochromatium;Halochromatium roseum;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/653/315/GCA_016653315.1_ASM1665331v1;GCA_016653315.1_ASM1665331v1_genomic.fasta;GCA_016653315.1_ASM1665331v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_016653315.1_ASM1665331v1_genomic.txt
Aquincola tertiaricarbonis;391953;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Aquincola;Aquincola tertiaricarbonis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/573/145/GCA_023573145.1_ASM2357314v1;GCA_023573145.1_ASM2357314v1_genomic.fasta;GCA_023573145.1_ASM2357314v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_023573145.1_ASM2357314v1_genomic.txt
Alicyclobacillus sacchari;392010;TRUE;gram stain positive;aerobic;TRUE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;bacillus;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus sacchari;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/366/795/GCF_004366795.1_ASM436679v1;GCF_004366795.1_ASM436679v1_genomic.fasta;GCF_004366795.1_ASM436679v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_004366795.1_ASM436679v1_genomic.txt
Microterricola gilva;393267;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microterricola;Microterricola gilva;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/217/495/GCF_004217495.1_ASM421749v1;GCF_004217495.1_ASM421749v1_genomic.fasta;GCF_004217495.1_ASM421749v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_004217495.1_ASM421749v1_genomic.txt
Agromyces allii;393607;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;Agromyces allii;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/749/385/GCF_009749385.1_ASM974938v1;GCF_009749385.1_ASM974938v1_genomic.fasta;GCF_009749385.1_ASM974938v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_009749385.1_ASM974938v1_genomic.txt
Clostridium moniliforme;39489;TRUE;gram stain positive;anaerobic;FALSE;NA;NA;biosafety level 2;NA;NA;FALSE;TRUE;NA;bacillus;TRUE;Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium moniliforme;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/873/235/GCA_017873235.1_ASM1787323v1;GCA_017873235.1_ASM1787323v1_genomic.fasta;GCA_017873235.1_ASM1787323v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_017873235.1_ASM1787323v1_genomic.txt
Clostridium tarantellae;39493;FALSE;gram stain positive;anaerobic;FALSE;NA;TRUE;biosafety level 2;NA;NA;FALSE;TRUE;beta;NA;TRUE;Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium tarantellae;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/295/725/GCF_009295725.1_ASM929572v1;GCF_009295725.1_ASM929572v1_genomic.fasta;GCF_009295725.1_ASM929572v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_009295725.1_ASM929572v1_genomic.txt
Corynebacterium hansenii;394964;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium hansenii;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/408/795/GCF_030408795.1_ASM3040879v1;GCF_030408795.1_ASM3040879v1_genomic.fasta;GCF_030408795.1_ASM3040879v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_030408795.1_ASM3040879v1_genomic.txt
Mesorhizobium ciceri;39645;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium ciceri;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/371/385/GCF_024371385.1_ASM2437138v1;GCF_024371385.1_ASM2437138v1_genomic.fasta;GCF_024371385.1_ASM2437138v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_024371385.1_ASM2437138v1_genomic.txt
